,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF_Diff,GoalsA_Diff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF100,ShotsF,xShotsF,ShotsA100,ShotsA,xShotsA,ShotsTF100,ShotsTF,xShotsTF,ShotsTA100,ShotsTA,xShotsTA,Fouls100,Fouls,xFouls,FoulsA100,FoulsA,xFoulsA,YCard100,YCard,xYCard,YCardA100,YCardA,xYCardA,RCard100,RCard,xRCard,RCardA100,RCardA,xRCardA
0,Santos Laguna,25,25.118780527279167,7,4,6,6.832464684443908,4.621386473947442,5.54614884160865,3,2.393311709260839,1.1034607826008234,-0.4967724918616625,24,22.896539217399177,21,20.503227508138337,0.0,9.973293060576147,0.0,9.01887667018841,0.0,0.0,196.4157673242537,0.0,0.0,185.22650466318282,0.0,0.0,85.09531808248632,0.0,0.0,79.35532257794662,0.0,0.0,222.3092777289873,0.0,0.0,224.85524169312146,0.0,0.0,28.755931906110348,0.0,0.0,30.02847893022083,0.0,0.0,1.746788316269667,0.0,0.0,1.8358803694041366
1,Pachuca,25,22.343850476804185,7,4,6,5.81065968306201,4.9118714276181565,6.2774688893198345,4,-0.9166297192374877,4.099591938010867,0.8170377812266203,25,20.900408061989133,21,21.81703778122662,0.0,9.181009565010614,0.0,9.555100492051775,0.0,0.0,187.7359548879146,0.0,0.0,191.55909898332692,0.0,0.0,80.45318993036126,0.0,0.0,82.43892254642944,0.0,0.0,223.21381779303223,0.0,0.0,222.79542509508252,0.0,0.0,29.69919777057184,0.0,0.0,29.368778579137476,0.0,0.0,1.8514939585557575,0.0,0.0,1.7957847425888995
2,Toluca,24,24.18900096488369,6,6,5,6.408199288458736,4.964403099507484,5.62739761203378,2,1.5610453966474367,-2.210089146559312,2.6490437499118755,20,22.210089146559312,18,20.649043749911876,0.0,9.758367730589793,0.0,9.016118535832891,0.0,0.0,193.17769616619842,0.0,0.0,186.1470518066039,0.0,0.0,83.36792679000922,0.0,0.0,79.6029213749126,0.0,0.0,222.29135320265615,0.0,0.0,223.72672549862293,0.0,0.0,29.335308404287648,0.0,0.0,29.8401183899663,0.0,0.0,1.7802077463783683,0.0,0.0,1.8360817642632927
3,Leones Negros,18,19.563630931949756,5,3,9,4.867556035852724,4.960962824391585,7.171481139755692,-6,-5.235055549048084,-6.293730358617573,5.528785907665657,13,19.293730358617573,19,24.528785907665657,0.0,8.488559648892156,0.0,10.808408316173935,0.0,0.0,178.65371609404434,0.0,0.0,202.8260687266464,0.0,0.0,75.7887355707159,0.0,0.0,88.71587971902191,0.0,0.0,224.23102019433497,0.0,0.0,219.53448844127342,0.0,0.0,30.400712734150666,0.0,0.0,28.188090683997412,0.0,0.0,1.871883541398898,0.0,0.0,1.7059090783038462
4,Monterrey,24,23.15109623817016,7,3,7,6.101704888826225,4.845981571691487,6.052313539482288,-3,0.2647415779511775,2.3127321136782584,-5.577473691629436,24,21.68726788632174,27,21.422526308370564,0.0,9.515322780453698,0.0,9.349437034754008,0.0,0.0,190.2907233704081,0.0,0.0,190.18976886477833,0.0,0.0,82.04673177184286,0.0,0.0,81.66745186758095,0.0,0.0,223.1629015343563,0.0,0.0,223.36781923123056,0.0,0.0,29.389437701731147,0.0,0.0,29.313269956564085,0.0,0.0,1.8308365099428237,0.0,0.0,1.7827217607705277
5,U.A.N.L.- Tigres,29,26.459131530202995,9,2,6,7.2214392715840425,4.794813715450866,4.983747012965091,8,4.728056833807116,-1.2638858161094575,4.535828982302341,23,24.263885816109457,15,19.53582898230234,0.0,10.55069502831855,0.0,8.622523815641294,0.0,0.0,202.93612197774257,0.0,0.0,180.2440728945792,0.0,0.0,88.2161479617209,0.0,0.0,76.80682941746775,0.0,0.0,219.8425036776409,0.0,0.0,223.9132020233447,0.0,0.0,28.089733909655052,0.0,0.0,30.399192187519926,0.0,0.0,1.6824589863243835,0.0,0.0,1.9057472293128372
6,Chiapas,20,21.634515537827596,5,5,7,5.62412969965318,4.76212643886806,6.613743861478759,-9,-1.9171646550434929,0.29973110637205025,-7.382566451328557,21,20.70026889362795,30,22.617433548671443,0.0,9.054782191865716,0.0,9.87097726420065,0.0,0.0,186.9133148992703,0.0,0.0,195.1269352504682,0.0,0.0,79.3086897209651,0.0,0.0,83.82920896964015,0.0,0.0,224.20220382487426,0.0,0.0,223.0125216694067,0.0,0.0,29.89582657844342,0.0,0.0,29.051396826433074,0.0,0.0,1.8167657081166286,0.0,0.0,1.7778386328383236
7,Club Tijuana,24,23.177023712635517,7,3,7,6.143558260527747,4.746348931052277,6.110092808419976,0,-0.09006815164797644,8.504004397176807,-8.41393624552883,30,21.495995602823193,30,21.58606375447117,0.0,9.43200006282476,0.0,9.467260224168369,0.0,0.0,190.2052311000416,0.0,0.0,191.56548135753317,0.0,0.0,81.35901551916143,0.0,0.0,81.69823030646188,0.0,0.0,223.49283313561375,0.0,0.0,223.70623857030603,0.0,0.0,29.544310962716292,0.0,0.0,29.465103809817613,0.0,0.0,1.8275228689387548,0.0,0.0,1.7909836043802878
8,Queretaro,26,22.325229709916925,8,2,7,5.791376884471164,4.95109905650343,6.257524059025407,2,-0.9992010384903551,4.0267048513159835,-1.0275038128256284,25,20.973295148684016,23,21.97249618717437,0.0,9.137618591847087,0.0,9.613567640057914,0.0,0.0,186.83554360272174,0.0,0.0,193.2115766906305,0.0,0.0,79.78817420794418,0.0,0.0,82.70753213414275,0.0,0.0,222.94106183748377,0.0,0.0,221.9973038622154,0.0,0.0,29.823475266628385,0.0,0.0,29.211077375625358,0.0,0.0,1.8378934366877333,0.0,0.0,1.7629629213808795
9,U.N.A.M.- Pumas,22,21.000362925577903,6,4,7,5.376604531499402,4.870549331079697,6.7528461374209,-5,-2.8371210797490534,1.9357783597637095,-4.098657280014656,22,20.06422164023629,27,22.901342719985344,0.0,8.84472891285304,0.0,10.076176747741819,0.0,0.0,184.63101534013214,0.0,0.0,197.09566155155784,0.0,0.0,78.1215104973951,0.0,0.0,84.83863352569827,0.0,0.0,224.88605667367705,0.0,0.0,222.90451657200026,0.0,0.0,30.114009138449966,0.0,0.0,29.037236996879557,0.0,0.0,1.8451359899510593,0.0,0.0,1.7568744956467852
10,Veracruz,28,21.109666986818237,7,7,3,5.378381863645911,4.974521395880504,6.647096740473584,10,-2.5395253248975322,7.6859427965544,4.853582528343132,28,20.3140572034456,18,22.853582528343132,0.0,8.91447265464488,0.0,9.985378869022266,0.0,0.0,184.8682639390238,0.0,0.0,195.49436844392875,0.0,0.0,78.55777377429649,0.0,0.0,84.37895459799566,0.0,0.0,223.00694975621613,0.0,0.0,221.03270710448322,0.0,0.0,30.08362790421066,0.0,0.0,28.985451971912298,0.0,0.0,1.8378664694279019,0.0,0.0,1.7394397967571702
11,Atlas,28,20.95975022669106,8,4,5,5.319966578661083,4.9998504907078125,6.680182930631105,-1,-2.7625002773536558,-0.04347678709236291,1.8059770644460187,20,20.043476787092363,21,22.80597706444602,0.0,8.786685408727898,0.0,9.929860335857708,0.0,0.0,182.96916946789622,0.0,0.0,196.01407769376442,0.0,0.0,78.47973785358812,0.0,0.0,85.01457653922262,0.0,0.0,225.05450590659916,0.0,0.0,222.30005155325554,0.0,0.0,30.175269710355636,0.0,0.0,28.78283673746796,0.0,0.0,1.9067420530198547,0.0,0.0,1.768894562953972
12,Monarcas,13,19.314104117851535,3,4,10,4.8419392819329925,4.788286272052558,7.369774446014449,-8,-5.153659846427882,-2.155613415357866,-0.6907267382142521,17,19.155613415357866,25,24.309273261785748,0.0,8.433556176694445,0.0,10.632670930379753,0.0,0.0,179.10927224557167,0.0,0.0,203.497880495382,0.0,0.0,75.57463669938718,0.0,0.0,87.79165056923986,0.0,0.0,224.21859736444267,0.0,0.0,219.629950128578,0.0,0.0,30.728408171230797,0.0,0.0,28.354353124234535,0.0,0.0,1.9283420143140395,0.0,0.0,1.6694243339711297
13,Puebla,20,20.98449074404046,5,5,7,5.343566673203304,4.95379072443055,6.702642602366145,1,-2.747782385046957,0.8334134993462463,2.9143688857007106,21,20.166586500653754,20,22.91436888570071,0.0,8.878714849164684,0.0,10.00570590066707,0.0,0.0,183.28247212972056,0.0,0.0,197.0258683738295,0.0,0.0,78.15922199925305,0.0,0.0,84.73392761321222,0.0,0.0,224.40948644199727,0.0,0.0,222.18435347193133,0.0,0.0,30.205464364523877,0.0,0.0,28.7964573340304,0.0,0.0,1.8686735109634758,0.0,0.0,1.6983840570297537
14,Guadalajara Chivas,26,21.942174486394954,7,5,5,5.642025580876795,5.016097743764567,6.3418766753586375,4,-1.5055480489803514,-0.7305380042588965,6.236086053239248,20,20.730538004258896,16,22.236086053239248,0.0,9.094109543724828,0.0,9.758093908747522,0.0,0.0,186.580208212051,0.0,0.0,193.42566339708486,0.0,0.0,80.0851139077813,0.0,0.0,83.57849427081102,0.0,0.0,223.4823507771011,0.0,0.0,221.5985958824932,0.0,0.0,29.938890403644564,0.0,0.0,28.970970557603223,0.0,0.0,1.8160865302933278,0.0,0.0,1.8266050755800771
15,Cruz Azul,25,27.967618791895482,7,4,6,7.706009168548596,4.849591286249694,4.44439954520171,0,7.02184393510964,-11.54485788769,4.52301395258036,14,25.54485788769,14,18.52301395258036,0.0,11.14748377440037,0.0,8.12324320078182,0.0,0.0,208.24834727813155,0.0,0.0,176.19220928899773,0.0,0.0,90.35674003656776,0.0,0.0,73.44475956677044,0.0,0.0,219.2552440770276,0.0,0.0,225.14215168919083,0.0,0.0,28.032506365072088,0.0,0.0,31.2489442033217,0.0,0.0,1.6308968639980388,0.0,0.0,1.938633249339149
